,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0032997,422.5689361,-0.483331942,0.283067319,-1.707480548,0.08773277,0.538977421
FBgn0004197,1275.252131,-0.294097357,0.172331389,-1.706580323,0.087900085,0.539187113
FBgn0031696,1013.72844,-0.186355354,0.109196911,-1.706599144,0.087896584,0.539187113
FBgn0030241,1195.091971,0.294534163,0.172685192,1.705613313,0.088080099,0.53947395
FBgn0038829,731.4371315,0.264235652,0.154914296,1.705689263,0.08806595,0.53947395
FBgn0086364,1117.054512,-0.279845435,0.164119897,-1.705128021,0.088170551,0.539619764
FBgn0004913,1658.610525,-0.189073088,0.110940141,-1.704280214,0.08832875,0.540066619
FBgn0031184,83.97941585,0.385699126,0.226444043,1.703286695,0.088514429,0.540066619
FBgn0034877,1411.014697,0.196517367,0.115422218,1.702595667,0.088643761,0.540066619
FBgn0039139,238.094336,0.270103193,0.15863187,1.702704469,0.088623388,0.540066619
FBgn0052113,855.4157089,-0.365342137,0.214483132,-1.703360694,0.088500589,0.540066619
FBgn0261383,1142.894272,-0.218372839,0.128215715,-1.70316751,0.088536725,0.540066619
FBgn0039741,521.2399844,-0.233143589,0.136980966,-1.702014499,0.08875265,0.540323466
FBgn0000092,12.61231241,0.857778229,0.504195232,1.701281913,0.088890063,0.540753446
FBgn0036187,364.7275041,-0.227797832,0.134030614,-1.699595523,0.089207033,0.542274285
FBgn0033912,30785.3877,0.231520635,0.136344749,1.69805318,0.089497725,0.543633219
FBgn0024320,2062.696968,-0.270098134,0.159199382,-1.696602905,0.08977176,0.54405127
FBgn0033483,4876.754525,-0.202626206,0.119454189,-1.696267062,0.089835315,0.54405127
FBgn0040297,1483.635237,-0.210591403,0.124086053,-1.697139987,0.089670198,0.54405127
FBgn0052024,11.80832833,1.038914341,0.612358915,1.696577474,0.089776572,0.54405127
FBgn0033751,1154.461041,0.194043947,0.114430435,1.695737211,0.089935658,0.544251886
FBgn0032395,538.0804474,-0.224436333,0.13240659,-1.695054098,0.090065159,0.544628522
FBgn0037321,929.61695,-0.176341131,0.104058192,-1.694639578,0.090143814,0.544697361
FBgn0025800,1730.010267,-0.203181234,0.119969342,-1.693609644,0.090339484,0.545472636
FBgn0004436,1612.404826,-0.388068196,0.229423592,-1.691492107,0.090742854,0.546685186
FBgn0034726,185.0914713,-0.448820873,0.265292713,-1.691794952,0.090685076,0.546685186
FBgn0052016,1246.480975,-0.426451858,0.252058275,-1.691878029,0.090669232,0.546685186
FBgn0033844,4918.210941,-0.193319355,0.114513984,-1.688172461,0.091378128,0.550103124
FBgn0035154,100.7689462,0.389642551,0.230960616,1.68705192,0.091593369,0.550747454
FBgn0036685,1546.280635,0.174767302,0.103602202,1.68690721,0.091621196,0.550747454
FBgn0033786,2580.150426,0.269041944,0.159533304,1.686431223,0.091712772,0.550888956
FBgn0028425,3571.164135,-0.187662697,0.111399291,-1.684595079,0.092066721,0.552605073
FBgn0052068,556.8990549,-0.277394711,0.164770248,-1.683524265,0.092273646,0.553436824
FBgn0030839,159.5026719,-0.390377213,0.23222763,-1.68101105,0.092760768,0.555084033
FBgn0035211,111.1557733,0.354137581,0.210709222,1.680693315,0.0928225,0.555084033
FBgn0037592,390.6423467,-0.252816704,0.150378973,-1.681197169,0.092724623,0.555084033
FBgn0039874,882.0291106,-0.241314686,0.143570039,-1.680815077,0.092798839,0.555084033
FBgn0039296,591.8220858,0.246886236,0.146966915,1.679876291,0.092981388,0.555214083
FBgn0044324,1533.887569,-0.198622793,0.118222644,-1.680074028,0.092942913,0.555214083
FBgn0027574,423.7877702,-0.226608304,0.135004648,-1.678522234,0.093245194,0.555969317
FBgn0032047,60.85865752,0.435988296,0.259702772,1.678797236,0.093191567,0.555969317
FBgn0027296,220.9673125,-0.267558576,0.159459831,-1.677905807,0.093365489,0.556276941
FBgn0037897,1062.784067,-0.185058075,0.110344492,-1.677093904,0.093524121,0.556608577
FBgn0038972,385.0828185,0.259774844,0.154923021,1.676799505,0.093581695,0.556608577
FBgn0050148,57.12189864,-0.692504355,0.413049263,-1.676566009,0.093627378,0.556608577
FBgn0015520,221.3302896,0.308868825,0.184509364,1.674000814,0.094130439,0.557116894
FBgn0027607,2142.984388,-0.192354895,0.114929669,-1.673674846,0.09419452,0.557116894
FBgn0028664,129.7105046,-0.414193276,0.24722004,-1.675403321,0.093855125,0.557116894
FBgn0031080,972.5528758,0.408955213,0.244332358,1.673766081,0.094176581,0.557116894
FBgn0034030,12.45033441,0.857289595,0.511778521,1.675118355,0.093911012,0.557116894
FBgn0063491,1071.832733,0.2877824,0.171929146,1.673843016,0.094161456,0.557116894
FBgn0259749,1396.320709,-0.356318238,0.212889441,-1.673724333,0.094184789,0.557116894
FBgn0260741,175.570538,0.263317863,0.157409509,1.672820558,0.094362627,0.557703786
FBgn0035376,4700.839961,-0.320710352,0.191832865,-1.671821732,0.09455948,0.558052558
FBgn0042185,297.2011787,-0.299557551,0.179151946,-1.6720865,0.094507266,0.558052558
FBgn0031127,9.911648805,-1.078419583,0.645272165,-1.671263138,0.094669714,0.558296194
FBgn0038951,118.7529158,0.372195679,0.222848635,1.670172576,0.094885224,0.558753208
FBgn0039731,112.9762628,0.340252986,0.203684232,1.67049252,0.094821958,0.558753208
FBgn0000524,891.3834025,0.245916362,0.147336399,1.669080857,0.095101357,0.559508183
FBgn0038020,981.9542884,0.324562311,0.194525892,1.668478718,0.095220733,0.559508183
FBgn0053330,164.2085454,-0.330820766,0.198244326,-1.668752762,0.095166388,0.559508183
FBgn0031389,1986.801502,-0.4084875,0.244967007,-1.66752047,0.095410957,0.560219378
FBgn0031817,154.8706624,0.305623123,0.18334739,1.66690741,0.095532817,0.560528421
FBgn0022770,15.81929223,0.841958915,0.505296194,1.666268072,0.095660033,0.560638996
FBgn0040477,155.0963802,-0.375919187,0.225625944,-1.666116848,0.095690144,0.560638996
FBgn0010340,115.8616819,-0.401567617,0.241077277,-1.665721557,0.095768886,0.560657435
FBgn0030447,569.5125407,0.27193457,0.163284247,1.665406036,0.095831776,0.560657435
FBgn0011703,2648.006658,-0.183509765,0.110327768,-1.663314401,0.096249518,0.562694833
FBgn0032481,633.5267192,-0.196167041,0.118131669,-1.660579611,0.096797907,0.564677703
FBgn0041630,934.1030236,0.2307587,0.138942727,1.660818848,0.096749835,0.564677703
FBgn0085436,14611.83263,-0.183313372,0.1103523,-1.661164944,0.096680324,0.564677703
FBgn0032957,1138.659773,-0.199151684,0.120011652,-1.659436236,0.09702792,0.565611998
FBgn0000395,496.8441615,-0.352904253,0.212795512,-1.658419621,0.097232799,0.565991354
FBgn0024993,143.5843302,0.291150925,0.175533372,1.658664226,0.097183472,0.565991354
FBgn0040323,368.3046344,0.212470334,0.128165408,1.657782218,0.097361432,0.566332983
FBgn0261524,1711.055059,-0.161990733,0.097745431,-1.65727167,0.097464562,0.566525886
FBgn0034159,14.81759135,-0.836167371,0.505119781,-1.655384333,0.097846562,0.566989339
FBgn0036480,601.7059946,0.192348306,0.116193535,1.655413151,0.09784072,0.566989339
FBgn0037935,23.19721682,-0.81464991,0.492136065,-1.655334708,0.097856622,0.566989339
FBgn0038143,28.33013815,0.661977692,0.39978932,1.655816348,0.097759016,0.566989339
FBgn0066292,12.11704053,0.88165325,0.532673262,1.655148311,0.097894417,0.566989339
FBgn0015589,5714.600227,-0.162386801,0.098211464,-1.653440376,0.098241271,0.567659209
FBgn0015663,167.3342653,-0.292491724,0.17703537,-1.652165457,0.098500826,0.567659209
FBgn0028573,99.3709381,0.504733138,0.305392979,1.652733272,0.09838516,0.567659209
FBgn0038861,114.9452388,0.330132311,0.199816963,1.652173603,0.098499166,0.567659209
FBgn0085407,22.65855439,0.707002687,0.427738655,1.652884719,0.098354328,0.567659209
FBgn0259108,338.9837539,-0.297895157,0.180168679,-1.653423658,0.098244671,0.567659209
FBgn0261067,196.8540799,-0.315713764,0.191053117,-1.652492086,0.098434277,0.567659209
FBgn0260655,795.477991,-0.249180056,0.150897751,-1.651317233,0.098673815,0.568251695
FBgn0019938,1769.429068,-0.237417323,0.143821653,-1.650775928,0.098784337,0.568483851
FBgn0034951,305.0042044,-0.2617285,0.158590431,-1.650342329,0.098872939,0.568589624
FBgn0000547,341.7974661,0.390486051,0.23682217,1.648857664,0.099176798,0.569528038
FBgn0031774,194.668506,0.321529095,0.194982912,1.649011662,0.099145246,0.569528038
FBgn0013771,72.75342801,0.453872425,0.275621438,1.646723954,0.099614798,0.570425051
FBgn0034736,225.8678733,-1.704015225,1.034745878,-1.646795857,0.099600013,0.570425051
FBgn0040396,163.047205,0.299640442,0.18193163,1.646994763,0.099559122,0.570425051
FBgn0261550,9612.30377,-0.251860309,0.152896674,-1.647258256,0.099504974,0.570425051
FBgn0004556,358.5858516,-0.248031053,0.150969896,-1.642917295,0.100400046,0.572343041
FBgn0014906,3660.125834,-0.261984068,0.15958303,-1.641678739,0.1006566,0.572343041
FBgn0029608,636.6045476,-0.329505136,0.200542054,-1.643072513,0.100367931,0.572343041
FBgn0030503,160.3183957,0.326420993,0.1987595,1.642291273,0.100529655,0.572343041
FBgn0034037,51.31675978,0.505394797,0.307439095,1.643885912,0.100199771,0.572343041
FBgn0037606,274.623906,-0.249486375,0.151823524,-1.643265612,0.10032799,0.572343041
FBgn0037884,880.2942025,-0.291386204,0.177339823,-1.643095157,0.100363247,0.572343041
FBgn0039654,773.0303226,0.24664838,0.150165255,1.642512981,0.100483738,0.572343041
FBgn0039904,1863.540521,-0.33472932,0.203535967,-1.644570857,0.100058341,0.572343041
FBgn0041342,3732.974236,-0.315163289,0.191943455,-1.641959028,0.100598495,0.572343041
FBgn0032520,65.47983691,-0.442671777,0.269824653,-1.640590553,0.100882437,0.572822647
FBgn0261394,1717.219062,0.226190217,0.137846569,1.640883916,0.100821514,0.572822647
FBgn0004870,93.24377018,0.468648909,0.285842528,1.639535277,0.10110183,0.572863203
FBgn0010314,348.199802,0.3857195,0.23525219,1.63960004,0.101088355,0.572863203
FBgn0037812,14.04850527,0.908869643,0.554188226,1.640001719,0.101004809,0.572863203
FBgn0011766,5554.714373,-0.197179236,0.12035087,-1.638369835,0.101344568,0.573757019
FBgn0033423,25.23088073,-0.618572042,0.377694377,-1.637758142,0.101472156,0.573757019
FBgn0038678,169.0200629,-0.312217974,0.190616955,-1.637933911,0.101435481,0.573757019
FBgn0027529,1223.191562,0.203309612,0.124256678,1.63620673,0.101796328,0.573986679
FBgn0034997,5118.571261,0.200647122,0.122557417,1.637168342,0.1015953,0.573986679
FBgn0037305,559.3156132,0.257044516,0.157081795,1.636373689,0.101761402,0.573986679
FBgn0040091,1106.475,-0.877564419,0.536304175,-1.636318456,0.101772955,0.573986679
FBgn0002891,987.1261944,0.235893967,0.144258249,1.635219955,0.102002946,0.574751466
FBgn0039540,108.8226004,0.330106762,0.202021869,1.634014985,0.102255704,0.57501551
FBgn0050055,178.8130597,-0.330668084,0.20236961,-1.63398093,0.102262855,0.57501551
FBgn0083167,619.4464281,0.192607485,0.117862154,1.634175844,0.102221933,0.57501551
FBgn0032026,2579.104032,0.229584017,0.140567442,1.633265953,0.102413074,0.575460557
FBgn0033302,816.9434508,-0.219876062,0.13479487,-1.631190134,0.102850206,0.577516034
FBgn0032891,53.5689436,0.41993714,0.257723651,1.629408625,0.103226544,0.578826404
FBgn0260757,1166.676675,-0.247785672,0.15206187,-1.629505619,0.103206026,0.578826404
FBgn0039714,2309.784021,-0.33326182,0.20461509,-1.628725522,0.103371137,0.579236055
FBgn0030660,164.1026633,0.329428713,0.202418951,1.627459834,0.103639473,0.580338042
FBgn0261430,10.86262616,-0.963083819,0.591966801,-1.626922011,0.103753663,0.580575954
FBgn0010531,178.8540209,0.289929802,0.178420168,1.624983348,0.104166107,0.582079343
FBgn0036147,1651.568501,-0.206903799,0.127325849,-1.62499445,0.104163741,0.582079343
FBgn0041605,40.25490128,0.695331814,0.428080131,1.624302938,0.104311171,0.582487964
FBgn0051352,452.5147814,0.462677304,0.285130262,1.622687473,0.104656231,0.58401206
FBgn0040964,128.8940292,0.297790964,0.183622481,1.621756568,0.104855481,0.584720959
FBgn0000581,3447.322504,-0.192673362,0.118868285,-1.620897971,0.105039522,0.585344123
FBgn0036337,698.5008674,-0.21609522,0.133399445,-1.619910946,0.105251408,0.585718662
FBgn0040666,264.4119982,0.257691351,0.159063751,1.620050764,0.105221373,0.585718662
FBgn0037552,2000.681894,-0.36369772,0.224680695,-1.618731509,0.105505044,0.586726885
FBgn0029067,1136.82717,-0.293861149,0.18161586,-1.618036829,0.105654661,0.586752942
FBgn0038349,2301.10529,-0.241051124,0.148949475,-1.618341552,0.10558901,0.586752942
FBgn0023512,1522.141534,0.29452453,0.182222197,1.616293371,0.106030899,0.587151198
FBgn0032587,2447.003102,-0.243260562,0.150530214,-1.616024821,0.106088947,0.587151198
FBgn0033428,898.4053516,0.223828831,0.138410483,1.617137843,0.10584853,0.587151198
FBgn0036317,532.3995153,0.234657682,0.145193932,1.616167282,0.106058151,0.587151198
FBgn0085429,22.89290883,0.879929453,0.544297944,1.616631963,0.105957748,0.587151198
FBgn0004861,491.8854279,-0.297028824,0.183886555,-1.615282983,0.106249427,0.587236595
FBgn0023521,142.7542811,0.281524641,0.174279181,1.615365868,0.106231487,0.587236595
FBgn0026255,12.42430322,0.859124609,0.532466933,1.61347974,0.106640321,0.588995009
FBgn0004687,2443.155829,-0.213579718,0.132538469,-1.611454545,0.107080687,0.590625007
FBgn0028940,450.0275427,-0.279572144,0.173490872,-1.611451603,0.107081328,0.590625007
FBgn0016715,150.868793,-1.054393814,0.655058172,-1.609618595,0.107481146,0.591279635
FBgn0030746,37.24596225,-0.544213829,0.33811165,-1.609568402,0.107492111,0.591279635
FBgn0083983,89.90862993,0.539894786,0.335226425,1.610537669,0.107280529,0.591279635
FBgn0259243,706.6858048,-0.190585581,0.118372191,-1.610053678,0.107386138,0.591279635
FBgn0025456,36.34295441,0.652360743,0.405445534,1.608997236,0.107616946,0.591564434
FBgn0020381,153.6025345,0.287667663,0.178932715,1.607686236,0.107903915,0.592739482
FBgn0028499,200.7249078,0.321541754,0.200088932,1.6069942,0.108055641,0.593063344
FBgn0032208,7797.942025,-0.153350537,0.09544148,-1.60674936,0.108109361,0.593063344
FBgn0011741,853.9287203,0.186420763,0.116096634,1.60573789,0.108331512,0.593383492
FBgn0037370,539.1530526,0.1868156,0.116361003,1.605482899,0.108387574,0.593383492
FBgn0261373,43.8498861,-0.495923953,0.308785749,-1.60604547,0.10826392,0.593383492
FBgn0003162,84.33790466,0.404575667,0.252266221,1.603764731,0.108765922,0.594105665
FBgn0025700,1103.803815,0.22655861,0.141317986,1.603183119,0.108894231,0.594105665
FBgn0031483,661.0167335,0.235807739,0.147109451,1.602940785,0.108947728,0.594105665
FBgn0036083,21.73328442,-1.219223187,0.760799945,-1.602554252,0.109033101,0.594105665
FBgn0036696,149.6479222,0.276539472,0.172415527,1.60391281,0.108733273,0.594105665
FBgn0052640,19.73788878,0.731228232,0.456235776,1.602741982,0.108991631,0.594105665
FBgn0260779,325.8366667,0.273434985,0.170490472,1.603813877,0.108755085,0.594105665
FBgn0000996,1207.306097,-0.190748246,0.119113729,-1.601395967,0.109289245,0.59420037
FBgn0011745,1619.358857,0.156462219,0.097778615,1.600168089,0.109561299,0.59420037
FBgn0014009,1858.907343,-0.196755738,0.122875994,-1.601254501,0.109320562,0.59420037
FBgn0023170,8551.733944,0.331240649,0.20698577,1.600306385,0.109530631,0.59420037
FBgn0032482,3632.749063,-0.221464739,0.138382588,-1.600380096,0.109514288,0.59420037
FBgn0032603,246.7076934,-0.300886301,0.18803571,-1.600155107,0.109564178,0.59420037
FBgn0036648,192.8753754,0.363113763,0.226677527,1.601895735,0.109178668,0.59420037
FBgn0013753,573.1652281,0.236317487,0.147793197,1.598974046,0.10982637,0.595223638
FBgn0004395,761.9977632,-0.20437916,0.127903175,-1.597920929,0.110060576,0.595695509
FBgn0020503,1303.747521,-0.288224448,0.180351345,-1.598127523,0.110014599,0.595695509
FBgn0000541,4907.115993,-0.300041329,0.187833377,-1.597380266,0.110180969,0.595948766
FBgn0036765,227.8463443,0.303470626,0.190155165,1.595910506,0.110508776,0.597322801
FBgn0030501,1252.660749,-0.254277656,0.159386827,-1.595349264,0.110634155,0.597601569
FBgn0031362,273.381892,0.305559814,0.19164284,1.594423323,0.110841252,0.598321079
FBgn0259183,10.06186221,-1.559694566,0.978440939,-1.594061025,0.110922367,0.598360032
FBgn0046687,1737.212701,-0.350625912,0.220162993,-1.592574247,0.111255735,0.599758777
FBgn0032469,2892.415481,-0.274684442,0.172597576,-1.591473348,0.111503089,0.600582215
FBgn0037902,83.02074221,0.371461248,0.233490558,1.590904795,0.111631003,0.600582215
FBgn0043841,14717.23543,-0.337134533,0.211906386,-1.590959756,0.111618633,0.600582215
FBgn0000562,1459.184943,-0.172450961,0.108467642,-1.589883938,0.111860969,0.600754564
FBgn0032256,203.4865407,-0.356301573,0.224120812,-1.589774596,0.111885622,0.600754564
FBgn0034408,189.7941086,0.383833155,0.241358795,1.590301092,0.111766953,0.600754564
FBgn0003575,923.8649993,-0.239076425,0.150477497,-1.588785232,0.112108888,0.600758219
FBgn0028394,149.9277463,-0.396472711,0.249466805,-1.589280433,0.111997094,0.600758219
FBgn0028426,613.795035,-0.211707551,0.133239108,-1.588929516,0.112076306,0.600758219
FBgn0016977,10627.9088,-0.348840424,0.219684851,-1.587912967,0.112306021,0.60129304
FBgn0020303,197.8170998,-0.355890164,0.224156426,-1.587686643,0.112357215,0.60129304
FBgn0043806,1461.166288,0.211134571,0.133065995,1.586690658,0.112582723,0.601704495
FBgn0052394,3064.467187,-0.235512163,0.148407347,-1.586930619,0.112528359,0.601704495
FBgn0052207,68.21350813,0.53029883,0.334356981,1.586025893,0.112733436,0.602112554
FBgn0036463,625.1400261,0.212235215,0.133855215,1.585558057,0.112839597,0.602282279
FBgn0032083,26.78089962,0.661864945,0.417594329,1.584947158,0.112978341,0.602420025
FBgn0050403,36.55172313,0.513357198,0.32392772,1.584789341,0.113014205,0.602420025
FBgn0015240,541.3508434,-0.221158356,0.139601375,-1.584213312,0.113145185,0.602495507
FBgn0051126,61.13794842,-0.567250919,0.35817045,-1.583745726,0.113251595,0.602495507
FBgn0052210,1099.012982,-0.279341684,0.176370437,-1.583835076,0.113231255,0.602495507
FBgn0030725,11.62585395,-0.881412426,0.556700971,-1.583278047,0.113358104,0.602666166
FBgn0032863,419.5455654,0.328414491,0.207656539,1.581527325,0.113757516,0.603996465
FBgn0051510,223.2721265,-0.415884817,0.262941158,-1.581664967,0.113726074,0.603996465
FBgn0027621,804.0100222,-0.268598817,0.169953194,-1.580428178,0.114008843,0.604782687
FBgn0043070,1084.823375,0.218407251,0.138212614,1.580226615,0.114054979,0.604782687
FBgn0013548,806.8845222,-0.310434464,0.196710027,-1.578132381,0.114535201,0.606931623
FBgn0003866,2383.832972,-0.217017643,0.13754393,-1.57780604,0.114610176,0.606931716
FBgn0035400,1541.386905,-0.173944213,0.110279853,-1.577298188,0.114726929,0.607152906
FBgn0033846,584.7653612,-0.183101779,0.116192879,-1.575843368,0.115061905,0.608527919
FBgn0003567,909.9799792,-0.171014904,0.108834002,-1.571337098,0.116104368,0.61130526
FBgn0004606,13464.01345,-0.290146192,0.184903258,-1.569178364,0.116606384,0.61130526
FBgn0010225,12820.22405,-0.26909682,0.171441581,-1.569612339,0.116505326,0.61130526
FBgn0024194,542.0118967,0.234079493,0.149023123,1.570759551,0.116238511,0.61130526
FBgn0027889,1233.010541,0.178364422,0.113385499,1.573079651,0.115700376,0.61130526
FBgn0031920,15.56885473,-0.821834646,0.523250414,-1.570633532,0.116267796,0.61130526
FBgn0032350,13.96153254,0.765661253,0.488080962,1.568717718,0.116713728,0.61130526
FBgn0032444,5674.219894,0.246899659,0.15736908,1.568921028,0.116666341,0.61130526
FBgn0032772,108.8224809,0.339280616,0.216092612,1.570070409,0.116398732,0.61130526
FBgn0034577,2342.670387,-0.171707455,0.109173794,-1.572790041,0.115767442,0.61130526
FBgn0035471,1217.261796,0.197761029,0.125875316,1.571086653,0.116162522,0.61130526
FBgn0037853,1349.506593,0.221724395,0.141056394,1.571884756,0.115977281,0.61130526
FBgn0038917,140.0729179,0.307069863,0.195748872,1.568692885,0.116719517,0.61130526
FBgn0039804,975.4642262,-0.264506971,0.168363916,-1.571043112,0.116172635,0.61130526
FBgn0051555,8.992557753,1.187487432,0.756361573,1.569999685,0.116415185,0.61130526
FBgn0013347,605.3826328,0.297327499,0.189628139,1.567950312,0.116892729,0.611389665
FBgn0031016,122.8879055,-0.37140744,0.236825912,-1.568271971,0.116817674,0.611389665
FBgn0036814,1691.72784,-0.274955982,0.175429583,-1.567329618,0.117037666,0.611389665
FBgn0042175,144.619395,0.60531178,0.386155373,1.567534268,0.116989863,0.611389665
FBgn0010741,1072.478343,0.207802167,0.132754092,1.565316467,0.117508724,0.612123544
FBgn0022349,2522.888494,-0.215917473,0.137999784,-1.564621822,0.117671609,0.612123544
FBgn0024555,2828.852754,-0.186686965,0.119192935,-1.56625864,0.117288079,0.612123544
FBgn0028646,681.5408677,-0.219243076,0.140056418,-1.565391136,0.117491226,0.612123544
FBgn0030466,2748.36289,0.243126511,0.155405079,1.56446953,0.117707343,0.612123544
FBgn0030646,225.3901119,0.243026978,0.155303275,1.56485417,0.117617107,0.612123544
FBgn0031464,29.16350606,-0.653835874,0.417774076,-1.565046544,0.117571996,0.612123544
FBgn0001122,996.3151955,0.3903634,0.249646595,1.56366403,0.117896489,0.612224383
FBgn0030928,29.61196538,0.570368992,0.364896137,1.563099561,0.118029179,0.612224383
FBgn0051998,1166.684115,-0.421162421,0.269392457,-1.563378668,0.117963555,0.612224383
FBgn0259700,9.60746189,-1.578995184,1.010110996,-1.563189778,0.118007964,0.612224383
FBgn0058439,536.9738687,-0.476247144,0.304761197,-1.562689569,0.118125629,0.612332406
FBgn0013810,476.7211861,0.27603489,0.176737293,1.561837263,0.118326331,0.612942227
FBgn0024308,24309.05772,-0.282227591,0.180735857,-1.561547312,0.11839467,0.612942227
FBgn0031740,679.381596,0.238311488,0.153098444,1.556589877,0.119567889,0.61822554
FBgn0037924,957.4695548,-0.188483928,0.121065916,-1.556870285,0.119501286,0.61822554
FBgn0039003,639.7050873,0.181552863,0.116683582,1.555941803,0.119721932,0.618626982
FBgn0033857,17.53836213,1.050200668,0.675236243,1.555308499,0.119872614,0.61901056
FBgn0250754,5295.361033,-0.288147042,0.185538806,-1.553028436,0.120416341,0.621421998
FBgn0002641,411.1141055,0.214176318,0.13817632,1.550021866,0.121136268,0.621507181
FBgn0015582,249.5821488,0.217715344,0.140381574,1.550882622,0.120929816,0.621507181
FBgn0029750,11.98991182,-0.806270212,0.520077451,-1.550288732,0.121072231,0.621507181
FBgn0031937,451.6849385,0.365964006,0.236013463,1.550606483,0.120996018,0.621507181
FBgn0032205,99.87730775,-0.417762888,0.269186519,-1.5519458,0.120675193,0.621507181
FBgn0032475,1568.228868,-0.16317072,0.105245207,-1.550386242,0.121048839,0.621507181
FBgn0036332,534.1503481,-0.419124191,0.270352494,-1.550287864,0.121072439,0.621507181
FBgn0037644,865.0687363,0.211249153,0.136161647,1.55145856,0.120791831,0.621507181
FBgn0037671,3864.600174,0.177741797,0.114690284,1.549754612,0.121200425,0.621507181
FBgn0040391,21.72629728,-0.789669228,0.509270808,-1.550588047,0.121000438,0.621507181
FBgn0015766,13.01168103,-0.858521649,0.554450429,-1.548419128,0.121521419,0.622758816
FBgn0028494,900.8427515,-0.185347208,0.119833726,-1.54670321,0.121934829,0.623754106
FBgn0032810,73.76266807,0.539954035,0.349071098,1.546831114,0.121903975,0.623754106
FBgn0037369,284.6930139,0.286262093,0.185084785,1.54665384,0.121946739,0.623754106
FBgn0086687,8482.598157,-0.19732115,0.127609446,-1.546289525,0.122034661,0.623809752
FBgn0036199,495.8532442,-0.232864628,0.150675075,-1.545475444,0.122231304,0.624420738
FBgn0034361,219.1710096,0.328315467,0.212665326,1.543812869,0.122633673,0.626081241
FBgn0024996,652.3164285,0.230737872,0.149523668,1.54315284,0.122793697,0.626503189
FBgn0010228,1328.122966,0.292559701,0.189690069,1.542303736,0.122999802,0.627159568
FBgn0011592,505.1172275,0.305066557,0.198159175,1.53950256,0.123681653,0.628132538
FBgn0014002,16958.29689,0.152287331,0.099095678,1.536770666,0.124349479,0.628132538
FBgn0014032,192.8853995,0.254263042,0.165562125,1.535756092,0.124598212,0.628132538
FBgn0027493,5792.166368,0.281504253,0.183119972,1.537266799,0.124227988,0.628132538
FBgn0027552,1017.460142,-0.308543085,0.200499541,-1.538871773,0.123835603,0.628132538
FBgn0027561,2125.821881,-0.288077224,0.187422208,-1.537049569,0.124281171,0.628132538
FBgn0028500,1308.734302,-0.170016256,0.110793105,-1.534538238,0.124897294,0.628132538
FBgn0028996,41.89200012,-0.488476376,0.318183053,-1.53520551,0.124733355,0.628132538
FBgn0031530,330.5871205,0.506157863,0.329685946,1.535272794,0.124716834,0.628132538
FBgn0032322,241.7851174,0.298795317,0.194112492,1.539289482,0.12373364,0.628132538
FBgn0032683,1002.305035,-0.259056254,0.168362322,-1.53868307,0.123881688,0.628132538
FBgn0033453,792.5066383,0.210806752,0.137364097,1.534656841,0.124868143,0.628132538
FBgn0033987,34.35621739,0.631393932,0.409839911,1.540586741,0.123417397,0.628132538
FBgn0035169,431.0762457,0.241104522,0.157057719,1.535133221,0.124751107,0.628132538
FBgn0037752,21457.93095,-0.369564462,0.240234034,-1.538351816,0.123962617,0.628132538
FBgn0038074,16.61632945,0.725421382,0.470731534,1.541051172,0.123304332,0.628132538
FBgn0038909,169.6982835,-0.323908966,0.210458583,-1.539062752,0.123788977,0.628132538
FBgn0042085,2664.447822,-0.168034149,0.109313958,-1.537170111,0.124251657,0.628132538
FBgn0051601,1144.173471,-0.414105135,0.269714484,-1.535346299,0.124698787,0.628132538
FBgn0051778,11.34462063,-0.930782373,0.606488613,-1.534707088,0.124855794,0.628132538
FBgn0052668,18.4751762,0.637103707,0.413604727,1.540368536,0.123470546,0.628132538
FBgn0053508,57.94150841,0.560477566,0.36513496,1.534987409,0.124786921,0.628132538
FBgn0019985,116.5976967,-0.474363809,0.309314863,-1.533595266,0.125129254,0.628453376
FBgn0027657,397.9464049,-0.287495522,0.187508952,-1.533236251,0.125217655,0.628453376
FBgn0033449,94.60365337,-0.320210454,0.208875933,-1.533017468,0.125271551,0.628453376
FBgn0259234,765.7069954,-0.161704829,0.105443603,-1.53356699,0.125136215,0.628453376
FBgn0033451,360.9983559,0.256450522,0.167331859,1.532586342,0.125377809,0.628596977
FBgn0015245,9726.899902,0.289220842,0.188809419,1.531813633,0.125568431,0.628774017
FBgn0039626,581.3258663,-0.195003001,0.127279975,-1.532079193,0.125502894,0.628774017
FBgn0026144,12.08061944,-0.872486173,0.569778365,-1.531272907,0.125701959,0.629053621
FBgn0002878,836.6879732,-0.202888266,0.1325597,-1.530542581,0.125882482,0.629179295
FBgn0259173,217.354717,0.251413255,0.164246414,1.530707728,0.125841643,0.629179295
FBgn0015295,927.4670951,0.179045151,0.117072652,1.52935077,0.12617751,0.629876262
FBgn0035312,220.5290112,-0.338298078,0.22120067,-1.529371852,0.126172286,0.629876262
FBgn0012034,1778.12326,-0.235747846,0.154206233,-1.528782863,0.126318282,0.630190468
FBgn0016034,438.6768689,-0.19626367,0.128500336,-1.527339735,0.126676554,0.630869267
FBgn0030479,250.8193206,-0.266393267,0.174351395,-1.527910153,0.126534847,0.630869267
FBgn0034786,606.6654625,-0.216125723,0.14150898,-1.527293338,0.126688085,0.630869267
FBgn0032149,323.1454305,0.20523758,0.134441022,1.526599376,0.126860662,0.631137187
